FID,OBJECTID,barcode,species_co,fish_count,site_alias,start_date,start_time,finish_date,finish_time,adj_lat,adj_long1,water_dept,water_temp,code_meani,common_nam,code,family_nam,scientific,taxonomic_,code_statu,adj_long2,x,y,code_mean
873,874,2.02E+15,CARP,1,TAG DATA,3/15/2016,0:00:00,3/15/2016,0:00:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Unknown
890,891,2.02E+15,CARP,7,BRNDEFFS.1,3/15/2016,12:35:00,3/15/2016,12:50:00,41.56072998,41.56072998, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07710266,910553.0751,4612722.736,Day electrofishing (DC)
524,525,2.02E+15,CARP,2,CAWS_Brand_R10,3/16/2016,12:02:00,3/16/2016,12:19:00,41.53324073,41.53324073, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08380127,910168.5959,4609637.621,Commercial gill net
542,543,2.02E+15,CARP,1,Brandon Pool T1,3/17/2016,8:00:00,3/17/2016,8:22:00,41.50504906,41.50504906, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09960175,909027.7611,4606431.308,Commercial gill net
543,544,2.02E+15,CARP,1,Brandon Pool T1,3/17/2016,8:00:00,3/17/2016,8:22:00,41.50615315,41.50615315, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09950256,909029.4086,4606554.428,Commercial gill net
544,545,2.02E+15,CARP,1,Brandon Pool T1,3/17/2016,8:00:00,3/17/2016,8:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
874,875,2.02E+15,CARP,1,TAG DATA,4/5/2016,0:00:00,4/5/2016,0:00:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Unknown
875,876,2.02E+15,CARP,1,TAG DATA,4/5/2016,0:00:00,4/5/2016,0:00:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Unknown
876,877,2.02E+15,CARP,1,TAG DATA,4/5/2016,0:00:00,4/5/2016,0:00:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Unknown
877,878,2.02E+15,CARP,1,TAG DATA,4/5/2016,0:00:00,4/5/2016,0:00:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Unknown
878,879,2.02E+15,CARP,1,TAG DATA,4/5/2016,0:00:00,4/5/2016,0:00:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Unknown
821,822,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.53055212,41.53055212, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08550262,910046.8557,4609331.086,Unknown
822,823,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.53055212,41.53055212, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08550262,910046.8557,4609331.086,Unknown
823,824,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.53055212,41.53055212, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08550262,910046.8557,4609331.086,Unknown
824,825,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.53055212,41.53055212, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08550262,910046.8557,4609331.086,Unknown
825,826,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.53055212,41.53055212, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08550262,910046.8557,4609331.086,Unknown
840,841,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Unknown
841,842,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Unknown
842,843,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Unknown
843,844,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Unknown
902,903,2.02E+15,CARP,1,TAG DATA,4/6/2016,0:00:00,4/6/2016,0:00:00,41.56085922,41.56085922, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07759857,910509.4188,4612734.643,Unknown
559,560,2.02E+15,CARP,6,Brandon,4/25/2016,14:57:00,4/25/2016,15:12:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Day electrofishing (DC)
783,784,2.02E+15,CARP,5,BRNDFS.4,4/25/2016,14:40:00,4/25/2016,14:55:00,41.51013827,41.51013827, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09320068,909534.0239,4607027.173,Day electrofishing (DC)
833,834,2.02E+15,CARP,5,BRNDFS.3,4/25/2016,14:01:00,4/25/2016,14:16:00,41.54014227,41.54014227, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08329773,910167.5677,4610406.606,Day electrofishing (DC)
865,866,2.02E+15,CARP,6,Brandon,4/25/2016,11:50:00,4/25/2016,12:05:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Day electrofishing (DC)
892,893,2.02E+15,CARP,1,BRNDEFS.1,4/25/2016,13:16:00,4/25/2016,13:31:00,41.56072998,41.56072998, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07710266,910553.0751,4612722.736,Day electrofishing (DC)
545,546,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,12:49:00,4/26/2016,13:07:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
546,547,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,13:09:00,4/26/2016,13:34:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
547,548,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
548,549,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
549,550,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
550,551,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
551,552,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
552,553,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
553,554,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
554,555,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
555,556,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
556,557,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
557,558,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,14:01:00,4/26/2016,14:22:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
782,783,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,11:56:00,4/26/2016,12:16:00,41.51013827,41.51013827, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09320068,909534.0239,4607027.173,Commercial gill net
891,892,2.02E+15,CARP,1,BRANDON ROAD,4/26/2016,9:24:00,4/26/2016,9:47:00,41.56072998,41.56072998, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07710266,910553.0751,4612722.736,Commercial gill net
558,559,2.02E+15,CARP,1,Brandon Pool T1,4/28/2016,8:13:00,4/28/2016,8:50:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
808,809,2.02E+15,CARP,1,Brandon Pool T4,4/28/2016,9:42:00,4/28/2016,10:15:00,41.52007074,41.52007074, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.08830261,909880.4753,4608153.664,Commercial gill net
866,867,2.02E+15,CARP,4,BRAND FS2,5/11/2016,11:59:00,5/11/2016,12:14:00,41.54996755,41.54996755, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07920074,910446.3879,4611517.363,Day electrofishing (DC)
894,895,2.02E+15,CARP,1,BRAND FS1,5/11/2016,13:40:00,5/11/2016,13:55:00,41.56072998,41.56072998, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.07710266,910553.0751,4612722.736,Day electrofishing (DC)
526,527,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:10:00,5/24/2016,8:29:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
527,528,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:10:00,5/24/2016,8:29:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
528,529,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:10:00,5/24/2016,8:29:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
560,561,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
561,562,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
562,563,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
563,564,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
564,565,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
565,566,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
566,567,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
567,568,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
568,569,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
569,570,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
570,571,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
571,572,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
572,573,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
573,574,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
574,575,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
575,576,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
576,577,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
577,578,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
578,579,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
579,580,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
580,581,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
581,582,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
582,583,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
583,584,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
584,585,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
585,586,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,8:32:00,5/24/2016,9:10:00,41.50517093,41.50517093, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.10079956,908930.9482,4606439.388,Commercial gill net
586,587,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
587,588,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
588,589,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
589,590,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
590,591,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
591,592,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
592,593,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
593,594,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
594,595,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
595,596,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
596,597,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
597,598,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
598,599,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
599,600,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
600,601,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
601,602,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
602,603,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
603,604,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
604,605,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
605,606,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
606,607,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
607,608,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
608,609,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
609,610,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
610,611,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
611,612,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
612,613,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
613,614,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
614,615,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
615,616,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
616,617,2.02E+15,CARP,1,BRANDON ROAD,5/24/2016,9:15:00,5/24/2016,10:46:00,41.50665557,41.50665557, ,0, ,Common carp,CARP,Cyprinidae,Cyprinus carpio,Fish,Species,-88.09700012,909239.8289,4606622.37,Commercial gill net
